event_id,asset_id,event_type,severity,event_timestamp,source_ip,status,detection_source
939,157,Data Exfiltration,Medium,2024-12-23 04:32:41,158.21.51.120,Escalated,Firewall
940,105,Policy Violation,High,2024-10-03 00:30:35,131.73.69.165,Resolved,SIEM
941,123,Data Exfiltration,Medium,2025-02-08 11:32:36,239.100.50.53,Open,IDS
942,51,Port Scan,Low,2024-03-31 03:03:30,209.95.195.47,Escalated,Manual
943,57,Privilege Escalation,High,2024-11-12 14:25:59,29.22.85.143,Escalated,IDS
944,196,Failed Login,High,2025-03-17 00:21:07,110.2.17.211,Escalated,SIEM
945,157,Lateral Movement,Medium,2023-08-06 01:42:54,198.188.87.184,Resolved,EDR
946,44,Malware Detected,Medium,2023-05-21 00:51:53,226.74.44.121,Resolved,Firewall
947,132,DDoS,Low,2024-01-28 07:05:45,53.126.113.79,False Positive,WAF
948,7,Data Exfiltration,Medium,2023-07-12 10:44:54,52.200.167.252,Resolved,WAF
949,173,Intrusion Attempt,Low,2024-09-20 19:53:48,75.146.17.77,Escalated,EDR
950,55,Data Exfiltration,High,2023-08-12 06:28:49,163.224.200.19,Open,IDS
951,96,Port Scan,Medium,2024-11-26 13:55:34,125.166.239.16,Escalated,SIEM
952,52,Malware Detected,Medium,2023-11-26 20:21:57,173.35.44.8,False Positive,WAF
953,181,Failed Login,Medium,2024-01-05 07:08:22,144.46.157.5,Investigating,Firewall
954,159,Intrusion Attempt,High,2024-07-01 00:03:32,237.186.170.79,Resolved,SIEM
955,143,Failed Login,Low,2025-02-20 13:58:46,71.30.117.83,Open,Firewall
956,16,Data Exfiltration,High,2023-05-13 17:30:59,129.110.137.147,Escalated,Firewall
957,132,Failed Login,Critical,2023-04-04 04:05:04,101.160.65.121,Escalated,Firewall
958,121,Malware Detected,Medium,2023-08-03 00:21:39,135.205.48.236,Investigating,WAF
959,192,Privilege Escalation,Medium,2023-12-08 07:17:28,33.130.57.124,Investigating,Firewall
960,134,Data Exfiltration,Low,2023-11-27 20:23:32,56.142.91.239,Open,EDR
961,72,Port Scan,Medium,2024-10-21 03:40:39,91.109.111.77,Escalated,Manual
962,184,Phishing,Low,2024-01-27 03:42:41,235.70.107.131,Investigating,Firewall
963,88,Phishing,High,2024-10-27 04:28:12,65.64.195.154,Open,EDR
964,79,DDoS,Medium,2024-10-15 23:11:10,142.76.220.38,Open,SIEM
965,80,Brute Force,Low,2024-09-27 07:37:16,14.159.65.75,Investigating,EDR
966,83,Phishing,Low,2024-07-13 22:09:19,153.177.204.152,Open,IDS
967,95,Lateral Movement,Low,2023-03-04 19:13:16,145.93.112.69,False Positive,EDR
968,161,Data Exfiltration,Critical,2023-10-19 12:34:27,80.103.216.138,Resolved,EDR
969,48,Policy Violation,Medium,2023-09-25 07:04:01,209.138.93.59,Escalated,Manual
970,82,Brute Force,Medium,2024-12-14 04:07:56,117.67.56.107,Resolved,IDS
971,46,Anomalous Traffic,High,2024-04-08 00:33:14,207.31.142.39,False Positive,Manual
972,95,Port Scan,Low,2024-12-29 17:33:16,4.65.202.76,False Positive,EDR
973,163,Anomalous Traffic,High,2023-08-25 18:17:40,138.53.222.165,Investigating,Manual
974,188,Anomalous Traffic,Medium,2023-09-15 21:14:12,240.118.152.28,False Positive,WAF
975,161,Failed Login,Low,2023-07-03 20:39:24,124.158.176.209,False Positive,IDS
976,88,Anomalous Traffic,Low,2023-06-24 12:56:13,7.159.218.82,Resolved,IDS
977,103,Port Scan,Low,2024-01-06 06:46:24,207.216.102.251,Resolved,WAF
978,44,Phishing,High,2023-08-31 12:40:09,240.198.134.202,Resolved,WAF
979,27,Privilege Escalation,Low,2024-11-06 15:41:07,227.75.184.210,Resolved,IDS
980,100,Phishing,High,2024-02-25 17:31:11,46.16.203.130,Investigating,WAF
981,175,Data Exfiltration,High,2023-03-19 21:43:56,39.9.171.160,False Positive,Firewall
982,33,Data Exfiltration,Medium,2025-02-20 21:27:13,19.217.161.5,Escalated,Firewall
983,41,Policy Violation,Medium,2023-02-11 17:44:40,131.47.206.162,Investigating,IDS
984,172,Intrusion Attempt,Medium,2024-07-01 01:00:18,70.60.18.221,Investigating,Manual
985,62,Phishing,Medium,2024-07-17 13:22:25,36.78.122.84,Investigating,EDR
986,162,Privilege Escalation,High,2023-11-10 09:56:22,50.31.186.238,False Positive,WAF
987,79,Malware Detected,Medium,2023-02-08 14:09:14,43.13.241.206,False Positive,WAF
988,34,Port Scan,Low,2024-10-21 00:22:13,60.117.45.148,Escalated,IDS
989,95,Anomalous Traffic,Low,2023-09-21 23:57:56,170.140.73.234,Open,WAF
990,15,DDoS,Low,2024-05-09 16:20:31,127.143.93.9,Escalated,WAF
991,136,Brute Force,Medium,2024-12-04 23:28:07,85.14.253.118,Resolved,IDS
992,186,Phishing,Critical,2024-01-11 05:16:43,141.240.201.81,Resolved,WAF
993,86,Data Exfiltration,Critical,2023-06-07 13:16:34,248.140.245.220,Investigating,IDS
994,94,Failed Login,Critical,2023-05-30 03:45:25,147.24.82.218,Resolved,Manual
995,120,Intrusion Attempt,Low,2024-01-18 13:40:37,91.138.71.108,False Positive,IDS
996,184,Policy Violation,High,2023-02-03 14:08:45,78.72.219.23,Open,Firewall
997,104,Data Exfiltration,Medium,2024-07-20 06:41:16,133.241.227.48,Escalated,Manual
998,65,Malware Detected,Medium,2023-03-30 03:35:59,222.238.202.155,Resolved,Firewall
999,148,Lateral Movement,High,2023-06-07 02:45:39,32.85.81.133,Resolved,IDS
1000,84,Port Scan,Low,2024-07-23 06:52:18,117.101.49.98,Escalated,EDR
1001,77,Brute Force,Medium,2023-11-26 19:39:08,85.22.17.7,Open,SIEM
1002,93,Data Exfiltration,High,2024-07-16 01:09:16,132.86.33.109,Escalated,SIEM
1003,10,Failed Login,Medium,2023-10-02 17:18:13,54.251.161.159,Open,WAF
1004,47,Malware Detected,Medium,2023-06-15 20:35:38,162.122.236.1,Investigating,Firewall
1005,66,Phishing,Medium,2023-07-03 14:29:07,86.185.202.112,Escalated,EDR
1006,72,Malware Detected,High,2025-03-19 21:50:41,115.224.97.221,Resolved,Manual
1007,51,Anomalous Traffic,Critical,2024-03-08 06:56:29,27.77.224.69,Investigating,IDS
1008,163,Port Scan,High,2023-05-09 10:37:54,88.44.10.221,False Positive,Manual
1009,108,Failed Login,Medium,2023-05-04 10:50:35,127.82.114.177,Escalated,Manual
1010,138,Failed Login,Medium,2025-02-03 16:41:30,89.117.209.7,Investigating,WAF
1011,131,Lateral Movement,Medium,2025-01-28 12:27:19,252.212.21.146,Investigating,EDR
1012,190,Lateral Movement,Medium,2023-06-03 05:08:38,172.193.228.179,Open,SIEM
1013,13,Policy Violation,High,2024-08-29 02:38:26,64.9.138.220,Open,WAF
1014,119,Intrusion Attempt,High,2023-08-09 12:17:03,73.1.16.185,Investigating,Firewall
1015,152,Brute Force,Medium,2023-12-24 12:37:57,206.234.82.145,Investigating,Manual
1016,103,Failed Login,Low,2023-08-02 23:56:01,62.91.208.112,Resolved,Firewall
1017,51,Phishing,High,2023-06-17 04:02:53,5.198.37.157,Escalated,WAF
1018,6,DDoS,Low,2025-01-31 06:12:36,244.205.97.124,Escalated,EDR
1019,25,Port Scan,Medium,2024-10-21 07:58:48,156.53.101.40,Open,EDR
1020,59,Malware Detected,High,2023-02-03 09:23:52,200.98.169.116,Open,IDS
1021,199,Anomalous Traffic,Medium,2024-08-07 23:21:35,61.94.23.194,Resolved,WAF
1022,32,Anomalous Traffic,High,2023-07-20 13:52:54,71.155.76.50,Open,Manual
1023,168,Privilege Escalation,Medium,2024-08-08 08:31:22,213.187.157.119,Open,Manual
1024,153,Failed Login,Medium,2024-10-31 14:02:09,76.111.135.234,Open,Firewall
1025,30,Failed Login,Medium,2024-03-27 12:44:47,76.217.84.46,Investigating,IDS
1026,43,Phishing,Medium,2025-02-24 21:51:04,76.218.216.65,False Positive,WAF
1027,109,Privilege Escalation,Medium,2023-01-17 01:52:27,121.200.167.193,Resolved,Firewall
1028,88,DDoS,Medium,2024-04-29 04:35:06,233.210.179.174,Resolved,SIEM
1029,143,Brute Force,Medium,2024-03-29 17:13:27,189.124.210.156,Escalated,WAF
1030,185,Data Exfiltration,Low,2024-12-09 10:08:59,64.234.216.109,False Positive,IDS
1031,20,Policy Violation,Medium,2023-01-22 22:31:20,56.150.208.223,Investigating,Manual
1032,98,Lateral Movement,High,2024-04-12 16:45:45,85.54.231.160,Investigating,WAF
1033,85,Port Scan,Medium,2023-05-11 00:15:43,132.239.180.21,Investigating,WAF
1034,164,Failed Login,Low,2024-07-18 17:07:11,146.115.184.26,Open,EDR
1035,126,Port Scan,Medium,2024-06-22 18:06:34,45.214.180.19,False Positive,Manual
1036,138,Intrusion Attempt,Low,2024-01-24 04:15:38,9.238.207.45,Resolved,WAF
1037,25,Policy Violation,High,2024-09-11 23:23:58,203.42.44.152,Resolved,EDR
1038,64,DDoS,High,2023-01-05 14:50:33,158.255.100.240,Resolved,WAF
1039,102,Port Scan,High,2023-08-14 23:43:30,103.171.17.202,False Positive,WAF
1040,112,Port Scan,Medium,2024-11-08 03:49:39,234.155.144.228,Open,IDS
1041,152,Port Scan,High,2024-02-03 22:08:44,65.236.248.227,Investigating,EDR
1042,190,Privilege Escalation,Medium,2023-10-22 03:13:38,115.89.80.107,False Positive,IDS
1043,158,Data Exfiltration,Low,2024-10-21 09:34:33,126.107.179.41,Investigating,WAF
1044,86,Intrusion Attempt,High,2024-06-28 00:01:46,192.103.125.150,Investigating,SIEM
1045,91,Port Scan,High,2024-05-04 21:39:41,58.212.170.187,False Positive,Manual
1046,12,DDoS,Medium,2023-01-09 13:32:34,205.14.246.134,Investigating,SIEM
1047,115,Malware Detected,Low,2024-06-30 14:12:29,208.195.248.40,Resolved,Firewall
1048,132,Malware Detected,Medium,2023-11-04 04:32:11,31.33.121.246,Investigating,Firewall
1049,190,Data Exfiltration,Low,2024-06-19 13:25:13,237.181.98.161,Escalated,IDS
1050,112,Data Exfiltration,Low,2023-07-03 01:41:01,244.105.62.235,Open,Manual
1051,182,Phishing,High,2024-11-17 09:20:56,165.57.61.120,Resolved,WAF
1052,25,Malware Detected,Medium,2024-06-08 02:19:48,17.68.32.254,False Positive,Manual
1053,24,Port Scan,High,2023-12-01 19:06:59,150.52.146.229,Escalated,Firewall
1054,42,Malware Detected,Low,2023-08-13 17:50:34,225.58.186.155,Open,WAF
1055,26,Port Scan,Low,2023-11-29 03:24:42,23.114.92.45,Resolved,Firewall
1056,137,Brute Force,Low,2024-03-02 22:27:40,71.211.227.206,Escalated,Manual
1057,10,Lateral Movement,High,2024-12-28 04:25:15,88.243.185.214,Escalated,SIEM
1058,100,DDoS,High,2024-05-20 23:26:07,27.127.100.189,False Positive,SIEM
1059,60,Brute Force,Low,2023-01-04 16:25:19,251.144.141.168,Escalated,EDR
1060,140,Phishing,High,2023-12-07 13:31:45,208.244.20.154,False Positive,EDR
1061,122,Failed Login,Medium,2024-06-06 09:21:43,128.255.235.223,Investigating,WAF
1062,11,Lateral Movement,Medium,2024-11-30 15:51:15,164.169.174.105,Escalated,IDS
1063,30,Policy Violation,Medium,2024-07-19 09:28:19,17.198.247.249,Escalated,Manual
1064,164,Failed Login,Medium,2024-06-28 10:32:19,126.35.207.97,Resolved,Firewall
1065,158,Data Exfiltration,Medium,2024-07-03 20:54:30,158.44.27.92,Resolved,SIEM
1066,188,Policy Violation,Medium,2023-07-06 14:17:19,217.9.21.206,Investigating,Manual
1067,9,Port Scan,High,2024-12-28 17:53:57,243.31.252.171,Escalated,EDR
1068,22,Lateral Movement,High,2025-02-16 03:20:55,200.199.246.192,Investigating,SIEM
1069,39,Data Exfiltration,Critical,2025-03-23 11:36:36,54.162.154.36,Investigating,Manual
1070,31,Data Exfiltration,High,2023-01-01 17:32:44,92.210.138.145,Open,WAF
1071,52,Malware Detected,Critical,2024-07-09 04:41:32,163.81.236.59,Open,IDS
1072,101,Phishing,Low,2023-06-30 10:05:49,90.183.38.51,Investigating,IDS
1073,197,Lateral Movement,Medium,2023-09-20 21:27:09,179.222.30.155,Resolved,EDR
1074,124,Brute Force,High,2025-03-07 10:47:26,13.166.74.144,Resolved,Firewall
1075,118,Phishing,Medium,2023-09-28 01:48:14,79.41.50.247,Escalated,SIEM
1076,163,Phishing,Medium,2025-03-24 12:26:55,197.209.110.180,Open,EDR
1077,109,Lateral Movement,Medium,2023-08-25 06:59:37,195.9.248.192,Open,IDS
1078,40,Brute Force,Low,2025-01-05 11:46:29,107.255.213.192,Investigating,WAF
1079,88,Data Exfiltration,Medium,2024-10-23 00:37:51,77.126.57.250,False Positive,Manual
1080,35,Anomalous Traffic,Low,2024-04-02 03:04:53,216.136.243.233,Escalated,SIEM
1081,107,Failed Login,High,2024-12-12 22:37:53,121.195.199.119,Resolved,IDS
1082,134,Policy Violation,High,2024-08-12 01:51:55,47.78.67.152,Open,IDS
1083,127,Port Scan,Critical,2023-11-11 20:29:48,221.96.251.188,False Positive,WAF
1084,87,Data Exfiltration,Critical,2023-09-20 14:05:15,162.185.211.75,Resolved,EDR
1085,31,Data Exfiltration,Medium,2025-02-18 21:27:48,86.248.191.162,Open,EDR
1086,142,Phishing,Medium,2023-01-10 16:11:38,188.55.225.78,Open,Manual
1087,12,Policy Violation,High,2023-09-27 18:20:05,30.176.55.225,Resolved,WAF
1088,186,Phishing,High,2023-10-24 09:23:59,94.119.15.22,Open,WAF
1089,161,Intrusion Attempt,Medium,2024-07-12 06:48:39,82.110.101.15,Open,IDS
1090,164,Data Exfiltration,Medium,2024-06-28 17:00:45,8.156.85.200,Investigating,EDR
1091,128,DDoS,Critical,2025-03-01 02:58:11,185.190.238.77,Open,Firewall
1092,193,Brute Force,High,2023-08-16 16:30:13,168.147.49.8,Escalated,EDR
1093,1,Phishing,Critical,2023-01-16 07:50:14,145.95.237.250,Investigating,WAF
1094,44,Intrusion Attempt,Medium,2023-01-29 06:43:02,170.240.191.168,False Positive,WAF
1095,173,Anomalous Traffic,Low,2025-01-03 19:30:54,72.213.95.25,Resolved,EDR
1096,41,Data Exfiltration,High,2024-09-20 12:25:08,80.155.153.169,Resolved,Manual
1097,177,Malware Detected,Low,2023-11-15 10:05:39,176.175.153.187,Open,EDR
1098,162,Lateral Movement,Medium,2025-03-14 14:15:01,58.45.147.206,Investigating,WAF
1099,161,Phishing,Critical,2024-04-23 06:45:23,83.129.35.126,Open,SIEM
1100,29,Intrusion Attempt,Low,2023-10-16 01:07:08,135.55.30.142,Escalated,EDR
1101,85,Port Scan,Medium,2023-07-29 05:11:35,38.98.185.191,Investigating,Manual
1102,30,Data Exfiltration,High,2023-10-02 07:55:24,162.135.89.145,Open,IDS
1103,13,Failed Login,Low,2024-08-23 20:47:17,17.162.204.219,Escalated,Manual
1104,193,Privilege Escalation,Medium,2024-02-26 15:41:20,69.91.111.88,Open,EDR
1105,41,Privilege Escalation,Medium,2023-02-03 14:15:27,94.229.127.65,False Positive,EDR
1106,73,Lateral Movement,High,2023-07-27 18:26:25,36.44.109.80,Open,SIEM
1107,34,Port Scan,Low,2023-05-28 11:24:53,37.53.68.191,False Positive,IDS
1108,100,Anomalous Traffic,Medium,2024-06-22 17:37:57,63.79.46.55,Investigating,SIEM
1109,78,Anomalous Traffic,Critical,2024-11-08 16:27:19,241.34.24.228,Investigating,IDS
1110,80,Phishing,Low,2023-12-06 20:48:15,254.84.1.88,Investigating,Manual
1111,21,DDoS,Low,2023-06-16 17:23:30,105.107.238.40,Investigating,IDS
1112,120,Data Exfiltration,Medium,2024-12-03 15:12:24,17.97.57.96,Open,Firewall
1113,185,Malware Detected,High,2023-02-13 18:19:17,237.21.163.45,Open,Manual
1114,198,Malware Detected,Medium,2023-06-06 08:23:10,202.31.255.198,Resolved,Manual
1115,178,Privilege Escalation,Medium,2025-01-17 08:48:16,1.133.253.196,False Positive,WAF
1116,82,Phishing,Critical,2024-03-16 11:09:14,179.96.13.131,False Positive,WAF
1117,101,Malware Detected,Low,2023-12-29 12:19:48,239.22.205.6,Resolved,EDR
1118,191,Privilege Escalation,Medium,2024-04-13 03:03:35,152.52.123.16,False Positive,IDS
1119,67,Malware Detected,Critical,2024-06-23 23:06:07,41.16.203.68,Resolved,EDR
1120,131,Lateral Movement,Critical,2023-02-28 02:37:43,123.70.197.191,Escalated,IDS
1121,166,Brute Force,Low,2023-07-19 19:39:10,186.0.41.159,Open,SIEM
1122,20,Port Scan,Medium,2023-08-18 02:39:06,66.17.76.127,False Positive,Firewall
1123,21,Failed Login,Medium,2023-10-15 11:43:02,165.17.89.254,Escalated,WAF
1124,112,Phishing,High,2023-04-12 13:14:22,134.20.24.247,False Positive,WAF
1125,37,Malware Detected,Low,2024-12-02 21:24:46,126.75.214.135,Open,EDR
1126,198,DDoS,Critical,2024-06-06 07:35:36,223.211.70.65,Resolved,WAF
1127,108,DDoS,Medium,2024-07-08 09:57:05,232.148.124.4,Resolved,Firewall
1128,39,Anomalous Traffic,Medium,2025-03-09 00:36:48,208.90.255.58,Resolved,SIEM
1129,119,Failed Login,Low,2024-03-03 05:39:16,122.94.23.73,Escalated,IDS
1130,12,Malware Detected,High,2023-10-21 13:23:07,212.193.20.205,Resolved,SIEM
1131,50,Brute Force,Medium,2024-05-04 02:15:15,120.243.111.61,Open,EDR
1132,129,Lateral Movement,Medium,2024-04-06 21:36:32,40.203.167.139,Open,SIEM
1133,160,Privilege Escalation,Low,2023-10-23 22:44:05,212.41.139.104,Escalated,WAF
1134,56,Phishing,Medium,2023-06-05 03:02:32,82.209.61.136,Open,Firewall
1135,46,Anomalous Traffic,Low,2024-09-13 05:38:03,64.197.48.64,Investigating,Firewall
1136,16,Malware Detected,Low,2023-10-08 16:10:39,66.166.255.155,Escalated,Manual
1137,200,Port Scan,High,2024-06-26 15:08:15,38.230.39.140,Investigating,SIEM
1138,113,Privilege Escalation,High,2024-02-12 21:32:20,62.11.48.200,Investigating,Firewall
1139,97,Failed Login,Medium,2024-07-21 07:03:18,77.220.120.207,Open,SIEM
1140,159,Failed Login,Low,2024-08-13 07:02:32,223.188.214.232,Resolved,IDS
1141,131,Lateral Movement,High,2025-02-21 14:43:27,72.173.178.82,Resolved,WAF
1142,151,Brute Force,Medium,2025-02-05 14:04:11,153.159.188.88,Investigating,WAF
1143,22,Malware Detected,High,2023-09-12 17:49:22,9.242.214.183,Investigating,IDS
1144,200,Port Scan,Low,2024-05-27 19:37:11,41.198.33.138,Escalated,Firewall
1145,91,DDoS,Critical,2024-12-04 04:12:08,68.242.144.47,Investigating,WAF
1146,69,Anomalous Traffic,Low,2024-09-12 00:29:48,99.136.216.25,False Positive,EDR
1147,74,Port Scan,Medium,2024-09-12 20:31:45,205.109.99.60,False Positive,IDS
1148,66,Malware Detected,High,2024-05-17 19:53:00,60.206.144.188,Resolved,SIEM
1149,88,Brute Force,Medium,2023-02-19 12:49:25,54.212.162.56,Resolved,Firewall
1150,84,Data Exfiltration,Low,2024-06-04 11:51:23,224.141.110.56,Resolved,EDR
1151,51,Port Scan,Medium,2024-02-17 18:30:15,158.110.159.163,Open,WAF
1152,104,Port Scan,Medium,2024-02-02 17:37:13,147.149.190.176,Open,WAF
1153,50,DDoS,Medium,2024-02-02 08:53:10,2.83.221.51,Resolved,EDR
1154,116,Intrusion Attempt,High,2024-08-28 12:14:58,111.212.144.159,Resolved,Firewall
1155,140,Data Exfiltration,Low,2023-03-11 01:58:55,143.71.78.117,Investigating,WAF
1156,125,Data Exfiltration,Critical,2024-02-07 15:38:48,13.24.18.214,False Positive,Firewall
1157,99,Port Scan,Medium,2024-09-21 10:59:15,154.53.52.29,Resolved,WAF
1158,102,Phishing,Critical,2023-09-07 13:02:12,155.159.127.148,Resolved,Firewall
1159,184,Brute Force,Medium,2025-03-25 09:39:24,11.57.134.39,Escalated,WAF
1160,128,Brute Force,High,2023-03-12 23:49:55,123.172.102.128,Resolved,Manual
1161,128,Policy Violation,Low,2024-09-13 09:11:03,201.62.84.232,False Positive,SIEM
1162,94,Data Exfiltration,High,2024-06-12 14:00:54,238.69.19.97,Resolved,EDR
1163,140,Port Scan,Critical,2025-02-10 15:06:42,71.95.235.84,Open,EDR
1164,76,Phishing,Medium,2024-02-09 22:12:43,145.32.6.74,Resolved,IDS
1165,24,Policy Violation,High,2023-05-07 05:33:02,92.30.231.38,Open,WAF
1166,7,Anomalous Traffic,Medium,2023-04-07 02:09:48,240.173.79.160,Escalated,Manual
1167,56,Brute Force,Medium,2025-02-02 12:04:13,148.149.128.82,Investigating,WAF
1168,132,Lateral Movement,High,2023-07-23 04:46:07,220.198.183.241,Resolved,Firewall
1169,51,Failed Login,Low,2023-09-28 23:51:07,166.83.35.60,Open,IDS
1170,154,Intrusion Attempt,Medium,2025-01-07 16:36:24,57.72.188.163,False Positive,SIEM
1171,112,Data Exfiltration,Medium,2025-02-03 19:00:46,171.240.215.56,Open,SIEM
1172,88,Malware Detected,High,2024-01-12 23:05:46,232.28.21.137,Open,Manual
1173,76,Brute Force,Medium,2023-12-20 04:02:02,232.204.206.223,False Positive,Manual
1174,19,Intrusion Attempt,High,2023-08-22 15:58:44,72.197.245.229,Escalated,IDS
1175,97,Malware Detected,High,2023-01-25 03:54:19,209.110.216.176,Investigating,EDR
1176,111,Intrusion Attempt,Medium,2024-08-05 21:05:24,219.130.30.187,False Positive,IDS
1177,101,Intrusion Attempt,Low,2023-09-29 01:56:24,166.240.219.3,Open,EDR
1178,12,Data Exfiltration,Low,2023-10-19 02:49:44,198.143.82.212,Investigating,SIEM
1179,152,Policy Violation,Low,2023-11-08 03:18:31,213.173.120.236,Resolved,IDS
1180,146,Malware Detected,Low,2023-01-02 11:13:11,136.237.140.249,Resolved,SIEM
1181,156,Brute Force,Low,2024-03-06 09:19:50,235.177.120.224,Investigating,Manual
1182,42,DDoS,Medium,2024-07-01 01:39:55,125.135.24.245,False Positive,IDS
1183,66,DDoS,Low,2023-05-20 01:57:32,42.13.228.201,Escalated,Firewall
1184,75,Privilege Escalation,Medium,2024-04-10 17:12:18,235.216.35.88,Open,SIEM
1185,35,Phishing,High,2023-06-07 07:35:18,135.57.25.39,Escalated,WAF
1186,144,Intrusion Attempt,Critical,2024-06-04 06:22:39,167.21.19.83,False Positive,Manual
1187,40,DDoS,Medium,2024-03-23 15:12:09,102.192.189.121,Investigating,WAF
1188,122,Data Exfiltration,High,2023-02-25 22:04:40,169.52.218.128,Escalated,Firewall
1189,144,Lateral Movement,Medium,2023-11-28 10:16:44,126.41.48.189,Open,SIEM
1190,91,Phishing,Low,2024-10-03 07:58:45,183.193.194.96,False Positive,EDR
1191,110,Port Scan,Medium,2025-01-27 01:11:55,117.25.25.253,Investigating,EDR
1192,193,Policy Violation,Critical,2025-02-03 13:08:02,45.224.49.71,Open,IDS
1193,64,Data Exfiltration,Medium,2023-09-08 11:13:39,6.234.85.205,Open,WAF
1194,108,Lateral Movement,Critical,2024-01-29 07:25:37,158.54.115.38,Resolved,SIEM
1195,169,Port Scan,Medium,2023-12-22 16:42:04,66.214.110.202,Resolved,WAF
1196,169,Anomalous Traffic,Medium,2023-05-27 15:16:48,196.144.16.187,False Positive,SIEM
1197,54,DDoS,High,2025-01-04 21:43:10,102.186.203.124,Escalated,Firewall
1198,4,Policy Violation,Critical,2023-04-19 08:43:17,10.164.54.128,False Positive,Manual
1199,59,Phishing,High,2024-12-04 17:36:16,171.187.58.34,Resolved,IDS
1200,29,Phishing,Critical,2024-10-29 17:48:09,111.21.19.114,Investigating,EDR
1201,30,Failed Login,Critical,2023-05-11 11:16:26,234.223.9.182,False Positive,SIEM
1202,33,Phishing,Low,2023-09-25 13:50:05,174.31.49.178,False Positive,IDS
1203,92,Policy Violation,Critical,2023-02-21 12:30:55,50.92.29.231,Resolved,Firewall
1204,171,Policy Violation,Low,2023-09-20 21:45:26,174.39.162.28,Open,Firewall
1205,163,Phishing,Medium,2024-01-26 21:09:00,229.103.160.84,Resolved,SIEM
1206,84,Policy Violation,Low,2024-06-27 17:02:22,179.196.96.92,Escalated,WAF
1207,86,Port Scan,High,2024-05-08 08:20:07,212.56.122.142,Escalated,Firewall
1208,96,Failed Login,High,2023-08-15 21:25:57,100.1.151.111,False Positive,Firewall
1209,180,Failed Login,Medium,2024-02-17 05:59:46,30.0.112.56,Open,IDS
1210,37,Malware Detected,Medium,2024-02-20 05:13:07,155.80.229.25,Resolved,SIEM
1211,89,Data Exfiltration,High,2025-02-27 20:42:22,231.137.184.96,False Positive,SIEM
1212,101,Intrusion Attempt,Medium,2024-02-02 19:45:23,246.65.172.116,Escalated,IDS
1213,66,Policy Violation,Medium,2024-10-30 21:41:07,54.16.154.193,Resolved,SIEM
1214,65,Malware Detected,High,2025-01-18 02:27:03,135.158.237.156,Resolved,SIEM
1215,129,Lateral Movement,Medium,2023-07-17 09:26:39,90.77.230.95,Investigating,IDS
1216,100,Privilege Escalation,Low,2023-03-08 07:41:24,86.1.17.12,Resolved,Manual
1217,188,Anomalous Traffic,High,2025-02-09 18:41:22,198.129.229.236,Resolved,WAF
1218,157,Anomalous Traffic,Medium,2023-03-14 22:48:31,198.37.150.217,Open,SIEM
1219,17,Data Exfiltration,Low,2024-10-17 20:11:42,216.34.86.9,Resolved,Manual
1220,117,Port Scan,Low,2024-12-01 12:28:08,243.32.248.43,Open,SIEM
1221,70,Anomalous Traffic,High,2024-10-15 01:37:18,56.136.157.100,Escalated,Firewall
1222,155,Phishing,Critical,2023-08-03 02:21:06,217.9.205.160,Resolved,SIEM
1223,15,Lateral Movement,High,2025-02-17 04:09:45,208.60.245.168,Escalated,Manual
1224,162,DDoS,Medium,2023-05-02 06:15:44,76.248.123.99,Investigating,Manual
1225,104,Lateral Movement,Low,2024-03-16 14:28:42,17.155.53.61,Open,Manual
1226,150,Intrusion Attempt,High,2024-03-06 17:36:14,7.78.14.211,False Positive,IDS
1227,95,Malware Detected,Medium,2023-01-27 01:54:37,206.30.148.6,Resolved,SIEM
1228,123,Intrusion Attempt,High,2023-11-13 02:11:32,99.28.13.215,Investigating,SIEM
1229,85,Brute Force,Medium,2023-10-11 19:24:29,159.187.215.104,False Positive,IDS
1230,141,Privilege Escalation,High,2024-03-12 22:22:03,66.47.221.53,Open,EDR
1231,29,Privilege Escalation,Low,2025-03-14 09:26:55,112.240.175.152,False Positive,Manual
1232,157,Policy Violation,Critical,2024-11-28 23:11:49,190.156.240.64,False Positive,SIEM
1233,125,DDoS,Medium,2024-10-20 15:42:40,208.104.153.28,Investigating,WAF
1234,78,Failed Login,Low,2023-11-10 13:37:58,83.27.222.156,Investigating,SIEM
1235,70,DDoS,Critical,2024-06-30 07:07:11,224.42.244.81,False Positive,IDS
1236,29,Malware Detected,Critical,2024-02-06 08:32:16,123.154.26.158,Resolved,Manual
1237,96,Intrusion Attempt,Low,2023-04-20 19:28:46,83.242.19.1,Resolved,WAF
1238,17,Failed Login,Critical,2024-12-12 15:12:32,75.105.167.218,Resolved,WAF
1239,24,Lateral Movement,High,2024-07-09 18:24:00,9.208.216.122,Resolved,IDS
1240,125,Intrusion Attempt,Low,2023-06-30 09:22:51,142.76.197.64,Open,WAF
1241,100,Privilege Escalation,Low,2023-11-10 17:57:27,248.99.134.13,Investigating,Firewall
1242,115,Port Scan,Low,2024-08-28 17:14:31,19.20.181.204,Resolved,WAF
1243,51,Privilege Escalation,Medium,2023-08-14 23:54:50,7.152.44.233,Investigating,Firewall
1244,29,Failed Login,Low,2023-09-26 08:22:39,168.169.174.11,False Positive,WAF
1245,129,Privilege Escalation,Medium,2025-03-28 00:48:18,231.78.229.48,Open,SIEM
1246,69,Policy Violation,Low,2023-07-29 00:26:33,228.21.219.189,Open,WAF
1247,5,Malware Detected,High,2025-03-27 10:37:02,86.232.82.55,Escalated,Manual
