activity_id,deal_id,rep_id,activity_type,activity_date,duration_minutes,outcome
1359,864,99,Demo,2023-03-07 21:18:54,49,Negative
1360,1069,87,Meeting,2024-08-13 22:31:41,39,Negative
1361,1247,16,Email,2023-03-01 02:25:31,81,Negative
1362,612,93,Email,2025-03-20 20:36:28,103,Negative
1363,1295,100,Follow-up,2023-11-20 19:10:00,30,Positive
1364,702,57,Follow-up,2024-12-31 08:23:58,114,Negative
1365,765,97,Demo,2023-10-19 21:27:10,70,Negative
1366,800,34,Demo,2023-04-25 20:04:06,94,Neutral
1367,234,59,Proposal Sent,2025-03-04 21:46:41,115,Neutral
1368,547,11,Proposal Sent,2024-02-12 03:22:05,111,Positive
1369,1109,84,Email,2023-03-23 13:51:08,46,Neutral
1370,258,50,Meeting,2023-10-08 01:13:16,25,Positive
1371,696,75,Follow-up,2025-01-02 10:21:21,102,Negative
1372,1321,96,Proposal Sent,2024-09-12 00:17:42,49,Positive
1373,591,58,Demo,2024-02-26 20:18:50,49,Negative
1374,160,4,Meeting,2025-01-05 11:08:39,11,Neutral
1375,1100,83,Proposal Sent,2023-02-11 13:46:34,22,Neutral
1376,306,5,Demo,2024-04-30 22:58:56,70,Negative
1377,640,58,Proposal Sent,2024-02-01 05:19:16,113,Negative
1378,967,10,Demo,2023-11-29 08:13:28,15,Neutral
1379,122,20,Proposal Sent,2025-03-08 18:28:22,102,Negative
1380,1497,50,Meeting,2024-04-11 04:50:11,88,Neutral
1381,413,21,Email,2023-10-25 10:12:18,37,Negative
1382,948,15,Email,2023-12-24 21:21:31,46,Positive
1383,632,36,Demo,2024-08-25 13:38:28,120,Negative
1384,567,46,Proposal Sent,2023-04-04 02:00:41,97,Neutral
1385,1122,89,Follow-up,2024-08-11 16:32:00,84,Negative
1386,105,48,Email,2025-03-26 05:41:27,105,Neutral
1387,1498,72,Email,2024-10-25 07:36:31,97,Neutral
1388,12,7,Proposal Sent,2025-01-20 23:44:42,9,Negative
1389,1176,90,Call,2024-05-25 07:51:36,86,Negative
1390,937,80,Demo,2023-06-12 12:55:27,44,Positive
1391,1409,33,Call,2023-02-18 22:13:13,103,Positive
1392,654,23,Meeting,2023-05-03 00:46:57,74,Negative
1393,421,37,Demo,2024-12-09 07:39:19,43,Positive
1394,1139,61,Demo,2025-01-23 12:58:02,48,Positive
1395,1105,75,Email,2023-02-14 02:46:05,84,Negative
1396,477,52,Proposal Sent,2024-07-04 17:47:07,12,Negative
1397,1004,55,Demo,2024-04-27 10:05:57,39,Negative
1398,659,1,Follow-up,2023-06-10 13:37:14,70,Positive
1399,727,12,Proposal Sent,2025-03-28 13:28:03,48,Positive
1400,732,51,Call,2023-01-25 03:06:28,46,Neutral
1401,1349,16,Demo,2024-01-13 21:17:30,116,Neutral
1402,773,80,Call,2025-03-31 20:59:39,35,Positive
1403,980,87,Proposal Sent,2025-02-06 01:11:26,50,Negative
1404,123,94,Meeting,2024-02-24 05:13:03,114,Neutral
1405,1150,17,Demo,2025-03-07 01:20:47,6,Negative
1406,1339,56,Call,2024-01-21 11:01:04,7,Positive
1407,411,27,Demo,2024-10-11 11:13:19,94,Positive
1408,393,85,Call,2024-01-05 21:10:52,48,Neutral
1409,880,72,Email,2025-01-05 11:08:08,42,Positive
1410,42,79,Email,2024-01-22 22:07:05,108,Negative
1411,713,75,Call,2024-04-10 03:02:43,33,Neutral
1412,452,24,Email,2023-05-03 04:49:43,53,Negative
1413,1345,15,Meeting,2024-06-13 01:29:49,26,Negative
1414,934,75,Email,2024-06-26 08:08:50,43,Positive
1415,413,21,Proposal Sent,2023-07-19 05:35:05,90,Positive
1416,579,38,Demo,2024-11-16 22:57:04,114,Negative
1417,1489,28,Demo,2024-05-05 16:01:20,47,Positive
1418,646,35,Email,2024-12-25 22:40:44,43,Neutral
1419,90,41,Meeting,2023-12-08 05:40:48,111,Positive
1420,587,97,Meeting,2023-11-17 14:28:24,33,Negative
1421,1021,37,Demo,2023-04-20 15:03:12,79,Neutral
1422,673,54,Meeting,2024-04-12 09:29:31,12,Negative
1423,266,22,Demo,2024-12-11 16:29:35,73,Neutral
1424,908,55,Email,2024-07-12 21:43:27,11,Positive
1425,1369,29,Follow-up,2023-01-18 11:05:43,44,Negative
1426,727,12,Meeting,2025-03-13 21:45:25,87,Neutral
1427,305,29,Proposal Sent,2024-08-22 02:41:16,16,Negative
1428,769,80,Email,2023-02-01 11:58:28,116,Neutral
1429,50,36,Demo,2024-11-06 05:00:57,79,Neutral
1430,936,97,Email,2024-01-01 03:39:56,24,Negative
1431,216,95,Proposal Sent,2023-01-19 09:59:04,23,Neutral
1432,285,16,Follow-up,2023-03-03 20:51:07,89,Neutral
1433,115,20,Demo,2023-09-22 03:28:27,55,Negative
1434,708,85,Proposal Sent,2024-10-18 16:21:28,87,Negative
1435,290,56,Demo,2024-03-22 09:44:26,19,Neutral
1436,183,26,Proposal Sent,2023-07-13 21:11:31,13,Neutral
1437,668,55,Email,2023-04-19 10:47:51,29,Positive
1438,1445,80,Call,2023-09-30 07:34:23,10,Neutral
1439,41,51,Demo,2023-01-17 01:27:46,17,Neutral
1440,327,63,Meeting,2024-06-12 22:38:41,101,Neutral
1441,786,41,Email,2025-01-14 02:48:15,73,Neutral
1442,1070,16,Demo,2024-12-09 08:35:30,119,Neutral
1443,412,49,Proposal Sent,2025-02-16 10:24:36,42,Neutral
1444,1342,32,Demo,2025-03-08 14:15:49,81,Positive
1445,183,26,Follow-up,2024-05-03 10:43:23,119,Negative
1446,161,24,Email,2023-05-16 21:29:00,63,Neutral
1447,671,14,Email,2023-12-21 03:38:25,116,Negative
1448,1204,39,Call,2024-07-02 18:25:11,70,Positive
1449,847,97,Follow-up,2024-11-27 10:21:50,22,Positive
1450,597,81,Demo,2024-07-06 04:22:12,10,Positive
1451,579,38,Call,2023-11-17 16:07:11,7,Positive
1452,303,3,Demo,2024-10-03 18:08:49,37,Positive
1453,853,27,Meeting,2023-01-06 05:37:28,43,Neutral
1454,1271,43,Email,2023-09-12 23:10:36,42,Negative
1455,1431,49,Email,2024-02-23 12:59:26,5,Neutral
1456,252,42,Call,2023-10-12 08:42:32,47,Negative
1457,888,28,Proposal Sent,2024-05-06 01:53:33,28,Neutral
1458,902,83,Meeting,2023-04-22 21:33:19,55,Negative
1459,816,43,Meeting,2023-02-23 05:55:32,97,Negative
1460,1470,10,Call,2024-09-28 09:36:00,19,Positive
1461,446,52,Email,2024-04-22 22:27:53,57,Negative
1462,731,33,Proposal Sent,2024-08-25 22:10:25,120,Negative
1463,519,46,Meeting,2023-03-29 12:09:53,58,Positive
1464,938,8,Demo,2024-01-01 15:43:17,93,Positive
1465,844,51,Meeting,2024-01-16 06:12:22,32,Negative
1466,1322,50,Call,2024-03-13 21:30:05,92,Positive
1467,734,5,Call,2024-06-01 01:02:31,11,Neutral
1468,992,15,Call,2024-06-09 19:56:54,84,Negative
1469,1107,46,Follow-up,2023-02-12 18:07:36,16,Negative
1470,286,31,Follow-up,2023-05-10 02:58:56,90,Negative
1471,928,70,Email,2024-02-23 10:21:44,18,Positive
1472,19,73,Meeting,2024-09-08 10:42:34,52,Negative
1473,855,59,Follow-up,2023-08-22 15:03:58,66,Positive
1474,1418,79,Meeting,2024-12-20 21:50:39,107,Positive
1475,254,15,Meeting,2023-10-04 23:24:34,91,Neutral
1476,712,46,Follow-up,2025-03-02 05:48:38,31,Positive
1477,54,32,Follow-up,2023-08-16 14:21:39,62,Neutral
1478,921,15,Follow-up,2023-04-18 10:49:03,40,Neutral
1479,1339,56,Proposal Sent,2024-07-19 00:05:12,57,Negative
1480,285,16,Email,2025-01-19 21:17:17,50,Negative
1481,204,85,Email,2024-03-06 14:06:47,41,Positive
1482,442,55,Email,2023-12-21 07:28:24,13,Neutral
1483,628,3,Meeting,2024-04-09 13:57:44,41,Negative
1484,1328,78,Proposal Sent,2023-07-30 18:32:20,53,Negative
1485,1145,87,Follow-up,2024-04-30 02:58:30,9,Neutral
1486,1062,17,Demo,2025-02-17 06:29:03,15,Positive
1487,946,40,Demo,2023-09-27 06:34:40,46,Negative
1488,352,50,Demo,2023-05-04 08:24:14,108,Positive
1489,176,21,Demo,2024-07-19 15:47:01,16,Negative
1490,1066,54,Follow-up,2024-04-23 19:19:13,107,Negative
1491,337,3,Proposal Sent,2024-02-13 08:53:07,7,Neutral
1492,1075,7,Call,2023-01-20 22:59:12,43,Positive
1493,150,58,Proposal Sent,2023-10-14 12:04:29,5,Negative
1494,503,62,Follow-up,2024-04-10 17:57:43,11,Positive
1495,337,3,Follow-up,2024-08-02 17:23:49,106,Positive
1496,648,48,Demo,2024-08-28 00:36:04,102,Neutral
1497,1098,94,Email,2023-07-12 08:49:26,36,Positive
1498,797,54,Meeting,2024-04-01 19:18:30,100,Negative
1499,1155,22,Call,2023-11-13 05:34:02,79,Neutral
1500,1497,50,Follow-up,2025-01-12 23:47:27,66,Positive
1501,758,19,Meeting,2023-04-01 12:19:31,91,Positive
1502,1406,2,Demo,2023-03-13 10:29:08,44,Negative
1503,559,26,Meeting,2025-03-13 11:40:10,117,Positive
1504,554,59,Demo,2024-03-17 03:36:37,16,Neutral
1505,1202,89,Proposal Sent,2023-04-24 10:12:01,50,Neutral
1506,1349,16,Call,2023-02-14 13:45:37,69,Positive
1507,1490,1,Follow-up,2023-09-14 03:56:21,14,Neutral
1508,627,14,Proposal Sent,2024-05-13 11:05:28,66,Neutral
1509,862,77,Follow-up,2024-03-13 14:22:59,108,Neutral
1510,902,83,Meeting,2023-08-05 23:17:16,120,Positive
1511,666,71,Meeting,2023-03-09 09:50:45,83,Negative
1512,1490,1,Follow-up,2023-08-28 00:56:09,27,Positive
1513,1335,56,Call,2024-10-13 09:08:12,113,Positive
1514,1092,79,Demo,2025-03-27 03:18:18,62,Positive
1515,135,12,Meeting,2024-04-06 04:26:43,91,Negative
1516,671,14,Proposal Sent,2023-10-26 01:07:53,99,Positive
1517,1026,75,Proposal Sent,2024-03-08 06:00:24,6,Negative
1518,1196,9,Follow-up,2023-11-23 23:35:11,77,Neutral
1519,1452,26,Proposal Sent,2023-03-12 14:18:58,78,Positive
1520,1282,26,Call,2024-11-14 14:09:45,57,Neutral
1521,275,15,Proposal Sent,2024-03-27 14:09:59,51,Positive
1522,1456,49,Demo,2023-01-21 07:23:28,113,Negative
1523,818,41,Follow-up,2023-10-29 00:41:23,35,Positive
1524,135,12,Demo,2023-10-13 08:19:44,103,Negative
1525,191,5,Email,2024-05-01 23:29:57,100,Positive
1526,1190,86,Email,2023-04-03 22:08:29,65,Positive
1527,551,86,Proposal Sent,2024-06-09 18:55:25,24,Neutral
1528,500,8,Demo,2024-09-30 14:05:14,23,Neutral
1529,1497,50,Follow-up,2023-02-19 01:48:19,114,Neutral
1530,7,96,Email,2024-06-29 03:55:24,92,Negative
1531,755,63,Demo,2023-03-31 17:21:02,49,Neutral
1532,463,69,Meeting,2024-01-13 21:47:07,9,Neutral
1533,1371,98,Call,2023-02-10 09:23:57,37,Positive
1534,109,80,Proposal Sent,2024-08-30 00:06:20,54,Neutral
1535,1253,38,Meeting,2023-01-12 22:04:41,87,Negative
1536,542,20,Follow-up,2023-04-17 01:40:25,10,Positive
1537,157,20,Demo,2024-09-12 02:00:45,51,Positive
1538,1102,79,Call,2024-09-04 19:01:26,48,Negative
1539,528,39,Follow-up,2024-07-13 23:17:52,44,Positive
1540,312,60,Proposal Sent,2023-06-29 15:04:26,97,Neutral
1541,920,39,Meeting,2023-12-18 02:35:31,38,Neutral
1542,1381,6,Call,2023-09-09 18:15:24,85,Positive
1543,671,14,Meeting,2024-12-16 02:43:21,94,Neutral
1544,1220,67,Meeting,2024-03-25 12:00:19,68,Negative
1545,783,70,Demo,2024-08-09 07:59:03,119,Neutral
1546,1080,82,Call,2024-07-20 10:27:32,30,Negative
1547,1045,63,Call,2025-03-05 02:06:01,47,Neutral
1548,940,65,Meeting,2023-11-13 05:10:51,70,Negative
1549,304,27,Proposal Sent,2024-12-16 07:16:48,90,Negative
1550,503,62,Meeting,2024-02-05 21:20:01,25,Neutral
1551,406,14,Call,2023-12-16 19:04:18,117,Negative
1552,1256,82,Follow-up,2024-12-15 19:17:37,14,Negative
1553,1140,74,Follow-up,2024-09-14 13:46:49,107,Negative
1554,1163,86,Follow-up,2023-02-10 14:27:01,66,Neutral
1555,158,100,Demo,2024-12-12 18:52:07,50,Positive
1556,318,72,Demo,2024-09-14 01:23:32,22,Neutral
1557,969,78,Meeting,2024-08-16 11:39:52,41,Positive
1558,615,87,Follow-up,2024-01-04 00:12:20,36,Neutral
1559,613,3,Call,2023-09-14 15:09:42,105,Positive
1560,1042,67,Meeting,2024-03-10 23:54:21,90,Neutral
1561,593,47,Demo,2025-01-20 22:33:21,98,Negative
1562,1425,95,Meeting,2023-05-09 09:11:14,33,Negative
1563,730,61,Email,2024-04-12 10:28:38,32,Negative
1564,895,74,Call,2024-03-11 09:29:15,77,Positive
1565,18,41,Demo,2023-05-31 18:39:53,68,Neutral
1566,912,29,Email,2024-04-30 00:22:02,103,Positive
1567,684,40,Email,2023-01-02 20:40:17,79,Negative
1568,170,54,Proposal Sent,2024-04-08 15:55:17,50,Negative
1569,57,78,Demo,2024-09-22 10:42:32,84,Positive
1570,238,29,Proposal Sent,2024-09-27 11:55:39,36,Neutral
1571,1089,23,Email,2024-05-19 12:21:15,44,Negative
1572,489,22,Demo,2024-01-31 17:41:05,48,Negative
1573,875,31,Demo,2024-09-08 17:49:55,66,Neutral
1574,367,82,Proposal Sent,2024-07-31 01:54:23,47,Neutral
1575,1162,83,Call,2024-08-30 20:51:42,120,Positive
1576,714,37,Meeting,2024-06-11 23:22:00,71,Positive
1577,900,85,Email,2023-05-05 13:13:46,70,Positive
1578,1374,10,Call,2023-05-17 04:50:43,68,Neutral
1579,1495,50,Demo,2023-02-24 20:49:51,81,Negative
1580,276,89,Meeting,2023-09-12 01:29:30,108,Negative
1581,660,63,Call,2023-04-30 08:12:03,110,Negative
1582,65,46,Follow-up,2023-01-18 12:09:22,45,Positive
1583,1453,77,Meeting,2023-02-19 19:43:06,67,Positive
1584,1426,67,Demo,2023-09-21 13:06:18,8,Positive
1585,991,44,Proposal Sent,2024-02-20 09:40:00,52,Positive
1586,1428,75,Proposal Sent,2024-09-05 05:25:24,106,Neutral
1587,674,63,Meeting,2023-08-10 03:22:01,118,Neutral
1588,1208,24,Meeting,2024-10-30 08:40:34,97,Neutral
1589,638,70,Proposal Sent,2025-03-22 07:30:49,90,Negative
1590,862,77,Demo,2023-11-11 14:58:29,70,Neutral
1591,615,87,Demo,2023-04-15 00:46:35,43,Negative
1592,127,21,Proposal Sent,2023-06-30 18:27:53,99,Positive
1593,1005,26,Call,2023-09-12 10:53:39,100,Negative
1594,355,15,Follow-up,2023-07-27 21:22:05,56,Neutral
1595,813,53,Email,2024-09-12 05:10:21,7,Positive
1596,280,28,Email,2023-01-31 02:02:10,41,Positive
1597,365,54,Email,2023-10-08 13:34:33,44,Positive
1598,1203,54,Proposal Sent,2024-06-11 01:25:12,74,Negative
1599,874,48,Demo,2024-03-06 21:57:03,33,Positive
1600,805,72,Meeting,2024-02-17 16:33:10,32,Negative
1601,1036,96,Demo,2023-03-16 23:26:12,33,Positive
1602,1242,6,Meeting,2023-04-07 02:05:29,68,Negative
1603,1368,27,Email,2024-09-17 02:57:26,72,Neutral
1604,904,92,Email,2023-04-04 13:03:00,62,Positive
1605,737,10,Follow-up,2024-11-23 16:56:27,54,Negative
1606,1407,70,Email,2023-03-17 16:14:19,82,Neutral
1607,639,22,Email,2025-02-02 04:02:43,101,Positive
1608,756,17,Proposal Sent,2023-02-15 17:23:46,5,Positive
1609,631,52,Email,2024-07-16 16:29:04,10,Negative
1610,1156,99,Call,2024-12-24 00:20:58,111,Neutral
1611,729,58,Call,2023-10-08 22:38:20,23,Positive
1612,3,45,Call,2023-12-23 23:49:18,30,Negative
1613,298,53,Meeting,2023-02-16 01:02:38,20,Neutral
1614,1075,7,Meeting,2024-07-12 13:08:45,34,Negative
1615,716,64,Email,2024-05-30 12:22:06,34,Negative
1616,325,84,Proposal Sent,2024-09-11 23:17:51,79,Positive
1617,1091,6,Proposal Sent,2024-05-28 21:52:02,105,Positive
1618,8,61,Demo,2024-07-14 04:45:51,105,Negative
1619,207,77,Email,2023-04-13 17:13:38,87,Neutral
1620,72,23,Call,2023-03-21 05:25:38,79,Negative
1621,1481,57,Proposal Sent,2025-01-05 05:58:18,120,Positive
1622,7,96,Demo,2024-07-04 02:33:53,105,Negative
1623,1343,15,Call,2023-03-12 23:30:17,107,Positive
1624,476,25,Proposal Sent,2025-02-08 15:06:34,55,Positive
1625,1209,69,Call,2023-05-07 06:46:38,108,Negative
1626,1012,80,Demo,2024-07-04 00:36:27,70,Neutral
1627,1143,16,Proposal Sent,2024-10-31 18:18:46,79,Positive
1628,371,89,Email,2023-05-11 03:48:13,21,Positive
1629,244,9,Call,2023-06-22 09:26:55,75,Negative
1630,759,86,Meeting,2023-08-09 23:37:19,65,Neutral
1631,1336,55,Follow-up,2024-10-30 04:38:29,103,Negative
1632,1016,50,Call,2024-10-04 07:47:44,95,Neutral
1633,323,40,Call,2023-04-29 17:48:43,114,Neutral
1634,1236,20,Follow-up,2023-11-15 10:41:26,23,Neutral
1635,34,80,Call,2023-09-27 05:12:24,55,Negative
1636,249,59,Call,2024-09-23 07:52:50,35,Negative
1637,1416,6,Meeting,2024-04-26 02:44:42,87,Positive
1638,104,80,Call,2023-07-30 20:29:27,96,Positive
1639,251,32,Email,2024-06-15 13:52:57,64,Negative
1640,976,23,Follow-up,2025-02-06 12:32:16,23,Negative
1641,732,51,Call,2023-10-16 04:23:05,87,Neutral
1642,186,9,Email,2025-03-06 22:27:25,85,Negative
1643,1366,6,Email,2024-03-11 11:14:20,81,Positive
1644,789,89,Call,2023-02-04 07:13:13,17,Positive
1645,1081,18,Call,2024-05-02 09:42:31,41,Negative
1646,160,4,Email,2024-07-21 08:56:34,5,Neutral
1647,935,59,Email,2024-07-11 02:45:01,20,Negative
1648,1069,87,Email,2024-02-21 22:17:45,82,Positive
1649,29,98,Follow-up,2023-05-02 20:45:44,57,Negative
1650,1236,20,Call,2023-10-10 14:55:51,96,Negative
1651,200,48,Demo,2023-08-18 04:48:48,117,Positive
1652,361,37,Demo,2024-11-30 04:45:45,20,Neutral
1653,111,75,Demo,2024-11-25 03:06:14,114,Negative
1654,225,28,Demo,2024-09-12 22:27:41,97,Neutral
1655,952,75,Meeting,2023-12-20 21:59:54,84,Neutral
1656,1093,48,Email,2024-08-02 13:18:16,103,Neutral
1657,209,78,Demo,2023-10-15 13:02:30,76,Neutral
1658,41,51,Call,2025-03-06 07:27:27,13,Neutral
1659,443,53,Meeting,2024-12-04 01:41:56,82,Neutral
1660,489,22,Call,2024-05-16 03:56:01,66,Negative
1661,726,14,Demo,2023-02-10 23:07:24,111,Neutral
1662,1119,44,Meeting,2023-06-30 00:58:34,85,Neutral
1663,967,10,Email,2024-08-20 18:08:56,26,Positive
1664,1078,99,Email,2024-03-03 20:36:26,39,Negative
1665,484,25,Meeting,2024-02-19 19:48:21,89,Negative
1666,763,28,Call,2023-09-29 02:31:58,77,Neutral
1667,943,56,Demo,2025-03-13 05:42:43,67,Positive
1668,280,28,Meeting,2024-01-31 07:20:47,30,Neutral
1669,55,1,Email,2024-11-05 01:58:20,17,Neutral
1670,342,22,Meeting,2024-12-30 17:11:36,76,Positive
1671,843,68,Follow-up,2023-01-16 04:23:11,9,Positive
1672,1277,52,Follow-up,2023-01-10 08:17:50,6,Neutral
1673,848,94,Proposal Sent,2024-06-16 06:42:09,104,Positive
1674,1173,100,Demo,2025-01-19 12:26:28,50,Neutral
1675,835,87,Meeting,2023-12-11 13:45:57,13,Neutral
1676,1383,62,Call,2023-03-13 01:39:27,31,Positive
1677,652,26,Email,2023-07-12 22:15:55,35,Negative
1678,30,89,Proposal Sent,2023-02-24 19:18:07,22,Negative
1679,266,22,Follow-up,2023-03-21 14:06:10,35,Negative
1680,730,61,Email,2023-11-09 16:21:09,44,Negative
1681,22,72,Demo,2024-06-05 08:07:04,100,Positive
1682,230,100,Follow-up,2024-07-24 04:57:05,118,Neutral
1683,660,63,Call,2023-08-31 20:43:07,39,Neutral
1684,923,3,Follow-up,2025-01-05 10:40:02,21,Negative
1685,923,3,Follow-up,2024-01-28 09:34:57,33,Neutral
1686,794,85,Demo,2023-08-07 01:03:05,27,Neutral
1687,102,2,Call,2025-03-23 02:09:33,114,Positive
1688,1285,98,Proposal Sent,2024-11-23 12:52:34,29,Negative
1689,986,7,Demo,2023-09-08 07:22:28,39,Neutral
1690,1248,7,Meeting,2023-11-19 01:44:43,62,Negative
1691,24,36,Follow-up,2024-10-18 06:23:00,17,Positive
1692,720,92,Call,2024-01-13 07:32:29,98,Positive
1693,1268,78,Email,2024-07-05 04:46:51,101,Positive
1694,237,37,Proposal Sent,2024-09-30 22:18:32,10,Positive
1695,354,48,Proposal Sent,2023-07-02 04:20:54,11,Neutral
1696,1261,95,Proposal Sent,2024-10-10 22:59:37,6,Negative
1697,173,69,Email,2023-07-19 09:24:28,108,Neutral
1698,1000,97,Follow-up,2024-11-12 23:50:27,75,Positive
1699,1250,47,Call,2023-08-16 06:30:20,68,Neutral
1700,166,15,Email,2024-07-17 08:53:56,59,Neutral
1701,888,28,Email,2023-04-02 02:59:13,68,Positive
1702,715,100,Proposal Sent,2024-08-23 19:15:40,110,Negative
1703,663,12,Call,2024-07-08 21:35:59,117,Neutral
1704,867,29,Email,2023-03-17 23:43:41,119,Positive
1705,465,98,Meeting,2024-01-14 05:47:42,44,Negative
1706,283,17,Proposal Sent,2024-01-01 07:49:41,21,Positive
1707,11,48,Meeting,2024-08-05 13:52:40,119,Neutral
1708,775,95,Follow-up,2023-09-18 01:42:32,82,Negative
1709,182,89,Meeting,2024-02-14 07:39:03,101,Neutral
1710,664,90,Meeting,2024-11-29 01:29:01,84,Positive
1711,433,89,Call,2024-10-06 21:33:16,50,Positive
1712,61,45,Demo,2024-02-17 10:52:15,110,Negative
1713,393,85,Call,2023-03-24 00:58:19,47,Negative
1714,1499,81,Follow-up,2023-01-08 00:24:22,59,Neutral
1715,771,66,Follow-up,2024-05-04 20:36:21,55,Positive
1716,635,50,Proposal Sent,2023-01-18 21:25:07,33,Negative
1717,1445,80,Follow-up,2023-07-09 17:03:47,21,Negative
1718,885,65,Call,2025-01-21 16:51:20,96,Neutral
1719,706,85,Follow-up,2023-11-27 13:01:42,68,Negative
1720,3,45,Demo,2023-07-29 14:24:13,6,Negative
1721,771,66,Proposal Sent,2024-12-19 09:41:25,117,Positive
1722,874,48,Call,2024-10-31 15:06:34,108,Negative
1723,233,43,Proposal Sent,2024-10-02 20:32:31,76,Neutral
1724,92,32,Email,2024-05-18 03:32:34,34,Positive
1725,936,97,Demo,2023-11-24 16:17:46,79,Neutral
1726,102,2,Email,2023-05-25 04:20:46,110,Negative
1727,629,43,Proposal Sent,2024-03-10 10:47:20,21,Positive
1728,1315,7,Email,2023-03-09 16:22:22,110,Negative
1729,483,44,Follow-up,2023-09-01 15:14:43,72,Negative
1730,603,32,Call,2023-05-29 01:59:32,117,Positive
1731,208,1,Demo,2025-03-18 23:09:02,85,Positive
1732,498,66,Email,2023-05-18 16:26:40,72,Neutral
1733,415,91,Email,2023-02-08 03:05:16,45,Negative
1734,912,29,Follow-up,2023-01-28 23:18:53,9,Negative
1735,762,88,Meeting,2024-11-16 01:18:36,57,Negative
1736,702,57,Email,2024-07-28 15:51:11,93,Negative
1737,1302,6,Meeting,2024-02-15 06:25:20,41,Neutral
1738,374,30,Proposal Sent,2024-08-18 07:31:53,90,Positive
1739,567,46,Email,2023-07-19 21:31:49,38,Positive
1740,484,25,Demo,2023-08-09 21:41:01,88,Neutral
1741,677,34,Proposal Sent,2023-12-26 09:57:18,38,Positive
1742,598,76,Meeting,2023-06-03 10:55:56,31,Negative
1743,460,30,Email,2025-03-17 23:08:56,11,Negative
1744,830,81,Demo,2023-08-27 17:54:43,55,Neutral
1745,304,27,Meeting,2024-01-20 12:21:51,100,Positive
1746,1386,76,Email,2024-07-30 21:12:43,109,Negative
1747,1032,47,Email,2023-04-05 14:44:30,6,Neutral
1748,58,36,Demo,2025-01-27 13:37:21,24,Positive
1749,459,19,Email,2023-02-28 08:52:39,107,Negative
1750,1008,16,Follow-up,2025-03-09 23:11:40,57,Positive
1751,900,85,Follow-up,2023-04-21 22:13:11,76,Neutral
1752,469,84,Email,2023-05-23 00:13:03,55,Negative
1753,146,28,Call,2024-01-18 07:11:45,98,Negative
1754,491,37,Call,2023-03-18 21:55:49,64,Negative
1755,707,6,Proposal Sent,2024-07-04 10:08:02,43,Positive
1756,1161,89,Meeting,2024-07-20 22:04:07,52,Neutral
1757,1285,98,Email,2023-11-21 20:08:50,84,Negative
1758,1242,6,Email,2023-06-24 03:06:52,37,Neutral
1759,51,52,Email,2023-03-26 19:59:37,6,Neutral
1760,1221,45,Meeting,2023-09-01 07:09:30,74,Negative
1761,845,22,Call,2024-03-23 04:10:56,18,Neutral
1762,293,63,Demo,2024-02-20 23:01:31,94,Neutral
1763,460,30,Demo,2023-03-08 07:27:30,45,Positive
1764,228,72,Proposal Sent,2024-02-04 22:06:44,43,Neutral
1765,1439,5,Call,2024-03-12 14:17:23,112,Positive
1766,995,42,Meeting,2023-03-30 13:55:45,80,Neutral
1767,1407,70,Meeting,2023-03-06 04:32:36,98,Positive
1768,748,33,Follow-up,2023-11-14 08:37:25,111,Neutral
1769,882,74,Call,2024-11-19 17:59:23,111,Positive
1770,554,59,Proposal Sent,2024-10-18 12:35:18,56,Neutral
1771,95,48,Email,2023-07-01 22:09:58,67,Neutral
1772,260,78,Meeting,2023-02-14 10:11:46,44,Negative
1773,187,93,Email,2023-10-27 00:41:21,82,Neutral
1774,812,81,Email,2024-07-12 22:01:31,32,Negative
1775,1348,64,Call,2024-07-13 04:37:42,9,Negative
1776,726,14,Demo,2024-10-01 19:35:05,39,Positive
1777,696,75,Call,2024-02-28 02:05:24,85,Positive
1778,204,85,Demo,2024-07-15 03:09:16,15,Positive
1779,321,15,Proposal Sent,2024-07-09 23:47:23,49,Neutral
1780,202,80,Follow-up,2023-02-21 01:07:54,61,Positive
1781,1487,40,Call,2025-02-15 11:45:43,13,Neutral
1782,625,70,Proposal Sent,2024-01-24 05:03:06,12,Negative
1783,1213,76,Call,2024-04-21 18:27:18,53,Positive
1784,206,1,Follow-up,2024-06-24 04:55:46,49,Negative
1785,1056,67,Demo,2023-08-21 07:21:59,107,Negative
1786,1065,18,Call,2024-12-12 02:23:54,61,Neutral
1787,530,69,Call,2025-03-27 04:56:24,65,Positive
1788,72,23,Call,2023-03-15 20:02:22,99,Neutral
1789,760,41,Email,2024-09-13 13:28:29,56,Positive
1790,1042,67,Follow-up,2023-02-15 18:37:01,20,Neutral
1791,858,19,Demo,2023-05-12 16:01:25,49,Neutral
1792,803,85,Call,2024-02-21 14:00:13,14,Negative
1793,775,95,Meeting,2024-06-15 02:02:16,110,Neutral
1794,517,46,Email,2024-05-16 09:45:32,108,Neutral
1795,191,5,Demo,2023-09-01 04:53:25,90,Neutral
1796,181,95,Email,2024-02-22 09:37:56,69,Negative
1797,853,27,Meeting,2024-01-28 03:33:18,59,Positive
1798,472,98,Proposal Sent,2023-01-29 20:04:26,68,Negative
1799,840,73,Proposal Sent,2024-03-14 12:52:59,36,Positive
1800,5,36,Demo,2023-07-04 02:40:10,30,Negative
1801,181,95,Meeting,2024-08-19 13:46:26,64,Positive
1802,418,2,Meeting,2024-08-17 07:02:45,17,Negative
1803,1215,14,Email,2024-06-08 23:05:51,86,Positive
1804,276,89,Follow-up,2024-12-08 06:31:55,10,Negative
